(0, 5, 1)	1	0	466996	487918	28	27
(5, 0, 1)	2	0	698686	601436	44	44
(0, 6, 1)	1	0	538478	588443	23	22
(6, 0, 1)	2	0	712658	483464	29	29
(0, 7, 1)	1	0	108795	372125	16	15
(7, 0, 1)	2	0	808066	404233	34	34
(0, 8, 1)	1	0	69525	64362	9	8
(8, 0, 1)	2	0	395432	237808	22	22
(0, 9, 1)	1	0	110244	547036	15	14
(9, 0, 1)	2	0	460895	142328	14	14
(0, 10, 1)	1	0	56362	81246	16	15
(10, 0, 1)	2	0	394808	115781	22	22
(0, 11, 1)	1	0	52583	365646	9	8
(11, 0, 1)	2	0	737246	607342	29	29
(0, 12, 1)	1	0	73430	273027	17	16
(12, 0, 1)	2	0	838043	296601	26	26
(0, 13, 1)	1	0	72229	253967	15	14
(13, 0, 1)	1	0	447419	642925	35	34
(0, 14, 1)	1	0	44295	347420	16	15
(14, 0, 1)	2	0	922166	746609	53	53
(0, 15, 1)	1	0	545885	690546	28	27
(15, 0, 1)	2	0	374794	383158	24	24
(1, 2, 1)	1	0	53897	15186	13	12
(2, 1, 1)	1	0	308557	355674	29	28
(1, 3, 1)	1	0	143287	339831	21	20
(3, 1, 1)	1	0	739125	373549	30	29
(1, 4, 1)	1	0	68668	107673	13	12
(4, 1, 1)	2	0	477949	192969	27	27
(1, 5, 1)	2	0	151813	103028	16	16
(5, 1, 1)	1	0	264033	141875	20	19
(1, 6, 1)	1	0	72960	257333	12	11
(6, 1, 1)	2	0	906346	281284	33	33
(1, 7, 1)	1	0	161733	452375	21	20
(7, 1, 1)	2	0	690094	233267	20	20
(1, 8, 1)	1	0	51292	65946	9	8
(8, 1, 1)	2	0	291855	143028	20	20
(1, 9, 1)	1	0	56985	643850	16	15
(9, 1, 1)	2	0	801915	172761	21	21
(1, 10, 1)	1	0	144311	439332	21	20
(10, 1, 1)	2	0	280064	88279	17	17
(1, 11, 1)	1	0	35390	398228	10	9
(11, 1, 1)	2	0	391237	34986	10	10
(1, 12, 1)	1	0	53800	250561	15	14
(12, 1, 1)	2	0	988032	515792	59	59
(1, 13, 1)	1	0	223782	442911	25	24
(13, 1, 1)	1	0	313411	277641	24	23
(1, 14, 1)	1	0	108396	358422	17	16
(14, 1, 1)	2	0	714661	179226	25	25
(1, 15, 1)	1	0	228934	428902	25	24
(15, 1, 1)	2	0	399746	193204	19	19
(2, 3, 1)	2	0	173602	491280	24	24
(3, 2, 1)	1	0	495791	95695	22	21
(2, 4, 1)	1	0	204680	461038	30	29
(4, 2, 1)	1	0	289316	64624	25	24
(2, 5, 1)	1	0	50362	166856	19	18
(5, 2, 1)	1	0	206819	16115	16	15
(2, 6, 1)	1	0	268831	683017	27	26
(6, 2, 1)	2	0	566016	16866	13	13
(2, 7, 1)	1	0	376927	814251	41	40
(7, 2, 1)	1	0	615224	16437	14	13
(2, 8, 1)	1	0	25590	87191	9	8
(8, 2, 1)	2	0	345320	110284	19	19
(2, 9, 1)	1	0	25831	448985	11	10
(9, 2, 1)	2	0	788966	175262	22	22
(2, 10, 1)	1	0	29879	81197	16	15
(10, 2, 1)	2	0	707474	449980	24	24
(2, 11, 1)	1	0	53864	460692	12	11
(11, 2, 1)	2	0	503417	31427	16	16
(2, 12, 1)	2	0	134631	793053	23	23
(12, 2, 1)	1	0	606646	76295	23	22
(2, 13, 1)	2	0	365314	442787	32	32
(13, 2, 1)	1	0	191222	238015	28	27
(2, 14, 1)	1	0	21701	128366	13	12
(14, 2, 1)	0	0	949040	996209	110	110
(2, 15, 1)	1	0	339039	586979	34	33
(15, 2, 1)	1	0	470384	333243	37	36
(3, 4, 1)	1	0	662942	469803	34	33
(4, 3, 1)	2	0	209818	490814	21	21
(3, 5, 1)	2	0	821386	621807	29	29
(5, 3, 1)	1	0	615673	647638	33	32
(3, 6, 1)	1	0	665378	709000	24	23
(6, 3, 1)	0	0	993956	996590	110	110
(3, 7, 1)	1	0	537317	586702	22	21
(7, 3, 1)	2	0	822085	481006	30	30
(3, 8, 1)	1	0	163299	88064	9	8
(8, 3, 1)	2	0	287327	433982	16	16
(3, 9, 1)	1	0	510047	667208	15	14
(9, 3, 1)	2	0	632722	260861	14	14
(3, 10, 1)	1	0	349844	191222	15	14
(10, 3, 1)	2	0	215240	540381	26	26
(3, 11, 1)	1	0	249458	520710	14	13
(11, 3, 1)	2	0	623437	536675	22	22
(3, 12, 1)	1	0	850856	889720	41	40
(12, 3, 1)	2	0	743554	418134	26	26
(3, 13, 1)	2	0	679316	341613	26	26
(13, 3, 1)	1	0	328608	681047	30	29
(3, 14, 1)	1	0	59303	153315	14	13
(14, 3, 1)	2	0	681430	549695	26	26
(3, 15, 1)	1	0	777019	592506	37	36
(15, 3, 1)	1	0	318715	578538	21	20
(4, 5, 1)	0	0	914781	999723	110	110
(5, 4, 1)	2	0	475302	333708	21	21
(4, 6, 1)	1	0	653805	956859	50	49
(6, 4, 1)	1	0	252035	107607	13	12
(4, 7, 1)	1	0	414659	702354	34	33
(7, 4, 1)	2	0	745799	424482	28	28
(4, 8, 1)	1	0	203708	172793	12	11
(8, 4, 1)	1	0	353868	297450	25	24
(4, 9, 1)	0	0	880268	968572	110	110
(9, 4, 1)	1	0	805703	431418	32	31
(4, 10, 1)	2	0	303974	196838	25	25
(10, 4, 1)	2	0	280370	254369	22	22
(4, 11, 1)	1	0	244023	586215	16	15
(11, 4, 1)	2	0	508635	267872	16	16
(4, 12, 1)	2	0	486624	911856	34	34
(12, 4, 1)	2	0	769370	340288	25	25
(4, 13, 1)	2	0	329164	261187	24	24
(13, 4, 1)	1	0	168886	324094	21	20
(4, 14, 1)	1	0	46740	167105	9	8
(14, 4, 1)	1	0	576915	470257	36	35
(4, 15, 1)	1	0	237725	240620	18	17
(15, 4, 1)	1	0	345382	290112	24	23
(5, 6, 1)	2	0	476353	657712	25	25
(6, 5, 1)	2	0	271653	140632	19	19
(5, 7, 1)	1	0	725009	847589	37	36
(7, 5, 1)	1	0	673894	581327	26	25
(5, 8, 1)	1	0	164126	88006	9	8
(8, 5, 1)	2	0	371391	366357	15	15
(5, 9, 1)	1	0	947867	982258	65	64
(9, 5, 1)	2	0	934131	712361	35	35
(5, 10, 1)	1	0	348591	292581	18	17
(10, 5, 1)	2	0	268337	281233	20	20
(5, 11, 1)	1	0	196341	479937	12	11
(11, 5, 1)	1	0	584124	486791	25	24
(5, 12, 1)	2	0	202454	618485	25	25
(12, 5, 1)	1	0	452564	224622	18	17
(5, 13, 1)	1	0	129144	206336	14	13
(13, 5, 1)	1	0	74435	165920	19	18
(5, 14, 1)	1	0	76847	193580	11	10
(14, 5, 1)	2	0	638565	391386	23	23
(5, 15, 1)	2	0	509503	335672	28	28
(15, 5, 1)	1	0	101496	172643	14	13
(6, 7, 1)	1	0	753597	789753	32	31
(7, 6, 1)	1	0	718440	671891	24	23
(6, 8, 1)	1	0	201931	65749	11	10
(8, 6, 1)	2	0	603701	516719	29	29
(6, 9, 1)	0	0	995747	984753	110	110
(9, 6, 1)	1	0	726613	645050	22	21
(6, 10, 1)	2	0	427545	69103	12	12
(10, 6, 1)	2	0	273503	339777	23	23
(6, 11, 1)	1	0	201301	404668	10	9
(11, 6, 1)	1	0	374181	308056	14	13
(6, 12, 1)	2	0	272253	307895	19	19
(12, 6, 1)	1	0	750271	623511	16	15
(6, 13, 1)	2	0	713103	468689	21	21
(13, 6, 1)	1	0	272740	637059	22	21
(6, 14, 1)	2	0	269829	208425	11	11
(14, 6, 1)	1	0	531113	698137	24	23
(6, 15, 1)	2	0	643152	412431	16	16
(15, 6, 1)	1	0	680532	805771	33	32
(7, 8, 1)	1	0	641791	407181	24	23
(8, 7, 1)	2	0	431214	608088	23	23
(7, 9, 1)	1	0	531122	511369	14	13
(9, 7, 1)	2	0	700982	493400	14	14
(7, 10, 1)	1	0	478763	95916	15	14
(10, 7, 1)	2	0	260798	580443	20	20
(7, 11, 1)	1	0	377359	366494	9	8
(11, 7, 1)	1	0	494949	520915	20	19
(7, 12, 1)	2	0	867404	878734	40	40
(12, 7, 1)	1	0	992677	955043	68	67
(7, 13, 1)	2	0	811186	206280	29	29
(13, 7, 1)	1	0	146793	446948	16	15
(7, 14, 1)	1	0	475356	363685	16	15
(14, 7, 1)	0	0	953972	998757	110	110
(7, 15, 1)	1	0	860234	481064	32	31
(15, 7, 1)	1	0	264376	478320	20	19
(8, 9, 1)	1	0	115660	583005	14	13
(9, 8, 1)	2	0	929178	833332	39	39
(8, 10, 1)	1	0	658740	421649	40	39
(10, 8, 1)	1	0	494686	576137	27	26
(8, 11, 1)	2	0	315802	468770	18	18
(11, 8, 1)	1	0	583684	358745	26	25
(8, 12, 1)	2	0	957993	970702	48	48
(12, 8, 1)	1	0	275111	88096	9	8
(8, 13, 1)	2	0	373179	221285	19	19
(13, 8, 1)	1	0	61060	87958	9	8
(8, 14, 1)	1	0	315636	461890	18	17
(14, 8, 1)	1	0	148970	103025	16	15
(8, 15, 1)	2	0	372832	422658	19	19
(15, 8, 1)	1	0	181852	177038	14	13
(9, 10, 1)	1	0	699416	211155	26	25
(10, 9, 1)	2	0	887811	921583	77	77
(9, 11, 1)	2	0	747858	569745	18	18
(11, 9, 1)	1	0	327646	496567	12	11
(9, 12, 1)	1	0	766934	791404	30	29
(12, 9, 1)	1	0	915739	924465	40	39
(9, 13, 1)	2	0	637001	218350	14	14
(13, 9, 1)	1	0	153889	462353	11	10
(9, 14, 1)	0	0	988926	967817	110	110
(14, 9, 1)	1	0	896819	937340	40	39
(9, 15, 1)	2	0	625109	226594	13	13
(15, 9, 1)	1	0	303607	706592	18	17
(10, 11, 1)	2	0	977309	658267	27	27
(11, 10, 1)	1	0	532925	325654	25	24
(10, 12, 1)	2	0	264847	603912	20	20
(12, 10, 1)	1	0	746896	831396	25	24
(10, 13, 1)	2	0	728177	196868	23	23
(13, 10, 1)	1	0	286314	479276	26	25
(10, 14, 1)	1	0	262646	204347	33	32
(14, 10, 1)	1	0	907638	949928	60	59
(10, 15, 1)	2	0	211105	348797	25	25
(15, 10, 1)	1	0	207832	137887	25	24
(11, 12, 1)	1	0	494907	337879	20	19
(12, 11, 1)	1	0	436730	526951	13	12
(11, 13, 1)	2	0	383241	164852	11	11
(13, 11, 1)	1	0	107805	457279	12	11
(11, 14, 1)	1	0	464389	396964	16	15
(14, 11, 1)	1	0	211949	250033	8	7
(11, 15, 1)	2	0	651247	579945	28	28
(15, 11, 1)	1	0	85848	449923	11	10
(12, 13, 1)	2	0	808296	314258	21	21
(13, 12, 1)	1	0	236709	779684	28	27
(12, 14, 1)	1	0	219096	191035	11	10
(14, 12, 1)	2	0	712885	592887	24	24
(12, 15, 1)	2	0	816762	430673	31	31
(15, 12, 1)	1	0	104324	425476	15	14
(13, 14, 1)	1	0	27603	192459	11	10
(14, 13, 1)	2	0	875202	336857	29	29
(13, 15, 1)	1	0	191788	230362	21	20
(15, 13, 1)	2	0	331682	253557	16	16
(14, 15, 1)	2	0	895927	545658	39	39
(15, 14, 1)	1	0	132827	292463	13	12
(0, 1, 2)	1	0	444449	288081	37	36
(1, 0, 2)	2	0	189553	102016	17	17
(0, 2, 2)	2	0	615586	439960	28	28
(2, 0, 2)	2	0	131660	296373	37	37
(0, 3, 2)	1	0	575671	766200	39	38
(3, 0, 2)	2	0	481929	199923	16	16
(0, 4, 2)	1	0	482735	587224	36	35
(4, 0, 2)	2	0	233942	78029	19	19
(0, 5, 2)	1	0	416669	595115	36	35
(5, 0, 2)	2	0	627316	468529	31	31
(0, 6, 2)	1	0	407302	699106	27	26
(6, 0, 2)	2	0	263248	47910	14	14
(0, 7, 2)	1	0	332946	543576	25	24
(7, 0, 2)	2	0	511237	105275	23	23
(0, 8, 2)	1	0	185176	315894	22	21
(8, 0, 2)	2	0	105178	81941	11	11
(0, 9, 2)	1	0	257076	753872	22	21
(9, 0, 2)	2	0	642311	164492	16	16
(0, 10, 2)	1	0	291428	306133	22	21
(10, 0, 2)	2	0	212461	119525	16	16
(0, 11, 2)	1	0	274500	438064	13	12
(11, 0, 2)	2	0	469522	204834	16	16
(0, 12, 2)	1	0	263815	683649	29	28
(12, 0, 2)	2	0	638993	107101	23	23
(0, 13, 2)	2	0	541717	390502	27	27
(13, 0, 2)	1	0	871747	817756	44	43
(0, 14, 2)	1	0	334716	805943	29	28
(14, 0, 2)	2	0	159438	12919	14	14
(0, 15, 2)	0	0	988015	996546	110	110
(15, 0, 2)	2	0	139431	102601	20	20
(1, 2, 2)	1	0	257976	292415	32	31
(2, 1, 2)	2	0	869750	445649	52	52
(1, 3, 2)	2	0	107058	281491	12	12
(3, 1, 2)	0	0	998230	749005	110	110
(1, 4, 2)	2	0	94585	65078	16	16
(4, 1, 2)	2	0	128015	53557	14	14
(1, 5, 2)	2	0	167852	146971	17	17
(5, 1, 2)	0	0	997462	780720	110	110
(1, 6, 2)	1	0	308856	737038	32	31
(6, 1, 2)	2	0	832856	332617	31	31
(1, 7, 2)	2	0	206948	645940	17	17
(7, 1, 2)	0	0	999364	762361	110	110
(1, 8, 2)	1	0	145105	260845	17	16
(8, 1, 2)	2	0	290898	174438	18	18
(1, 9, 2)	1	0	91691	524240	17	16
(9, 1, 2)	2	0	874147	305869	28	28
(1, 10, 2)	1	0	373088	892666	48	47
(10, 1, 2)	2	0	220250	147559	24	24
(1, 11, 2)	1	0	128419	483667	14	13
(11, 1, 2)	2	0	516344	35754	11	11
(1, 12, 2)	0	0	712531	1000288	110	110
(12, 1, 2)	1	0	974569	515611	45	44
(1, 13, 2)	2	0	170092	49558	17	17
(13, 1, 2)	1	0	305006	312101	25	24
(1, 14, 2)	1	0	225563	645836	25	24
(14, 1, 2)	2	0	311475	109391	20	20
(1, 15, 2)	2	0	125288	145454	12	12
(15, 1, 2)	2	0	502861	258192	30	30
(2, 3, 2)	2	0	126912	581455	24	24
(3, 2, 2)	2	0	716277	299450	30	30
(2, 4, 2)	2	0	296467	264004	20	20
(4, 2, 2)	2	0	233936	51917	22	22
(2, 5, 2)	2	0	149942	485560	25	25
(5, 2, 2)	2	0	510101	361657	29	29
(2, 6, 2)	2	0	77849	443214	18	18
(6, 2, 2)	2	0	424230	57728	12	12
(2, 7, 2)	1	0	160011	563078	25	24
(7, 2, 2)	2	0	199537	30221	14	14
(2, 8, 2)	1	0	137173	487888	27	26
(8, 2, 2)	2	0	730825	477100	32	32
(2, 9, 2)	1	0	151913	661252	18	17
(9, 2, 2)	2	0	794190	150726	22	22
(2, 10, 2)	1	4	187911	851916	30	29
(10, 2, 2)	1	0	118353	25558	20	19
(2, 11, 2)	1	0	110698	658934	26	25
(11, 2, 2)	2	0	541674	162011	19	19
(2, 12, 2)	1	0	298289	684784	22	21
(12, 2, 2)	2	0	756515	226907	30	30
(2, 13, 2)	2	0	100627	298329	28	28
(13, 2, 2)	1	0	580437	569636	40	39
(2, 14, 2)	2	0	271128	889271	48	48
(14, 2, 2)	2	0	214621	42084	15	15
(2, 15, 2)	2	0	399684	549550	31	31
(15, 2, 2)	1	0	574409	192611	30	29
(3, 4, 2)	2	0	364708	120456	13	13
(4, 3, 2)	2	0	226587	480011	22	22
(3, 5, 2)	2	0	700776	581997	33	33
(5, 3, 2)	2	0	433644	554369	25	25
(3, 6, 2)	2	0	331840	396976	14	14
(6, 3, 2)	2	0	255854	204306	12	12
(3, 7, 2)	1	0	320453	417038	18	17
(7, 3, 2)	2	0	200603	181994	14	14
(3, 8, 2)	1	0	361142	230106	13	12
(8, 3, 2)	2	0	984001	980822	56	56
(3, 9, 2)	1	0	606560	773459	25	24
(9, 3, 2)	2	0	841384	490342	22	22
(3, 10, 2)	1	0	497102	513926	25	24
(10, 3, 2)	2	0	125016	194276	15	15
(3, 11, 2)	2	0	842020	683727	33	33
(11, 3, 2)	2	0	498937	240080	14	14
(3, 12, 2)	1	0	742191	696676	25	24
(12, 3, 2)	2	0	944761	824115	49	49
(3, 13, 2)	2	0	551983	110719	17	17
